SpaceID,BlockFace,MeterType,RateType,RateRange,MeteredTimeLimit,Lat,Long
NH377,5301 N LANKERSHIM BLVD,Single-Space,FLAT,$1.00 ,2HR,34.167382,-118.376291
OS144,2200 S PURDUE AVE,Single-Space,FLAT,$1.00 ,2HR,34.036459,-118.442576
NH996,4501 N WILLOW CREST AVE,Single-Space,FLAT,$1.00 ,4HR,34.152479,-118.362657
EN882,16200 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.156683,-118.486706
EN310,4900 N GENESTA AVE,Single-Space,FLAT,$1.00 ,2HR,34.160798,-118.503204
CB3007A,101 W 4TH ST,Single-Space,TOD,$0.50 - $3.00,2HR,34.048401,-118.247523
SO1051A,4300 N WOODMAN AVE,Single-Space,FLAT,$1.00 ,2HR,34.148789,-118.431088
WH799,19800 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.172305,-118.564265
SO64,14500 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.151075,-118.450239
SO631,5000 N VAN NUYS BLVD,Single-Space,FLAT,$1.00 ,2HR,34.1615,-118.448569
EN1030,4500 N SHERMAN OAKS AVE,Single-Space,FLAT,$1.00 ,2HR,34.153653,-118.468962
SO795,13600 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.147809,-118.430529
TZ482,18700 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.171041,-118.541919
SO45,14600 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.151403,-118.452228
WU291,1201 WILSHIRE BLVD,Single-Space,FLAT,$1.00 ,1HR,34.053255,-118.265235
PW237,11000 W PICO BLVD,Single-Space,FLAT,$1.00 ,2HR,34.038129,-118.432441
EN603,5001 N ALONZO AVE,Single-Space,FLAT,$1.00 ,2HR,34.16225,-118.520303
LT319,300 S SAN PEDRO ST,Single-Space,TOD,$0.50 - $4.00,2HR,34.04697,-118.242518
V250,101 E NAVY ST,Single-Space,FLAT,$2.00 ,2HR,33.997319,-118.479364
NH425,11300 W WEDDINGTON ST,Single-Space,FLAT,$1.00 ,1HR,34.166938,-118.37867
TZ614,18700 W BURBANK BLVD,Single-Space,FLAT,$1.00 ,2HR,34.172247,-118.541037
SC543,11501 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.139851,-118.382522
TZ273,19501 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.172901,-118.558375
BR151,11600 W SAN VICENTE BLVD,Single-Space,FLAT,$2.00 ,1HR,34.053738,-118.464041
WH367,22801 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.165701,-118.62477
EN419,17401 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.161532,-118.513592
SO1039,4201 N MATILIJA AVE,Single-Space,FLAT,$1.00 ,2HR,34.148201,-118.433882
OS40,2201 S STONER AVE,Single-Space,FLAT,$1.00 ,2HR,34.033077,-118.448414
CB756,900 S SANTEE ST,Single-Space,TOD,$1.50 - $4.00,2HR,34.039352,-118.254234
SC758,4001 N RHODES AVE,Single-Space,FLAT,$1.50 ,2HR,34.143101,-118.403068
NH1322,11101 W CHANDLER BLVD,Single-Space,FLAT,$1.00 ,2HR,34.168257,-118.371562
PW189,2301 S WESTWOOD BLVD,Single-Space,FLAT,$1.00 ,2HR,34.040513,-118.428961
NH887,5300 N TUJUNGA AVE,Single-Space,FLAT,$1.00 ,2HR,34.167174,-118.378871
EN308,4900 N GENESTA AVE,Single-Space,FLAT,$1.00 ,2HR,34.160665,-118.503204
SO439,14000 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.149052,-118.438037
SC392,11300 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.140177,-118.376835
TZ177,18801 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,30MIN,34.171909,-118.543486
SC74,12101 W VENTURA BLVD,Single-Space,FLAT,$1.50 ,2HR,34.143552,-118.396582
UC163,3500 N CAHUENGA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.133181,-118.356372
NH1281,11001 W MCCORMICK ST,Single-Space,FLAT,$1.00 ,2HR,34.166002,-118.371661
TZ331,19500 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,1HR,34.172683,-118.559227
OS589,11700 W PICO BLVD,Single-Space,FLAT,$1.00 ,1HR,34.031171,-118.446357
SL555,2800 ROWENA AVE,Single-Space,FLAT,$1.00 ,2HR,34.107688,-118.266142
TZ357,19400 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,1HR,34.172647,-118.557433
NH63,5100 N LANKERSHIM BLVD,Single-Space,FLAT,$1.00 ,1HR,34.163622,-118.373726
VW1622A,2601 PICO BLVD,Single-Space,FLAT,$1.00 ,1HR,34.047331,-118.294989
NH949A,4300 N TUJUNGA AVE,Single-Space,FLAT,$1.00 ,1HR,34.148814,-118.378885
UC64,3501 N CAHUENGA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.133125,-118.356706
OF8,1001 S FAIRFAX AVE,Single-Space,FLAT,$1.00 ,2HR,34.057212,-118.364366
WW1366,601 WESTERN AVE,Single-Space,FLAT,$1.00 ,1HR,34.08272,-118.309249
SS148A,1630 S SAWTELLE BLVD,Single-Space,FLAT,$1.00 ,1HR,34.046104,-118.448001
EN1053,4700 N WOODLEY AVE,Single-Space,FLAT,$1.00 ,15MIN,34.156894,-118.483548
VW146,2801 JAMES M WOOD BLVD,Single-Space,FLAT,$1.00 ,1HR,34.052234,-118.243685
EN723,17200 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.160641,-118.509036
SO845,4101 N DIXIE CANYON AVE,Single-Space,FLAT,$1.00 ,2HR,34.146598,-118.42495
112870,101 S SANTA FE AVE,Multi-Space,FLAT,$2.00 ,2HR,34.0467,-118.232739
EN696,4901 N ANDASOL AVE,Single-Space,FLAT,$1.00 ,2HR,34.160734,-118.511625
SO807,4200 N VENTURA CANYON AVE,Single-Space,FLAT,$1.00 ,2HR,34.147293,-118.429369
TZ61,18300 W CLARK ST,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.16972,-118.532759
EN467,17801 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.163108,-118.520533
SO1075,4301 N WOODMAN AVE,Single-Space,FLAT,$1.00 ,2HR,34.148649,-118.431357
SC574,12600 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.144281,-118.40888
NH1261,5251 N VINELAND AVE,Single-Space,FLAT,$1.00 ,2HR,34.166604,-118.370539
SO832,13400 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.14711,-118.426328
WH238,22201 W CLARENDON ST,Single-Space,FLAT,$1.00 ,2HR,34.169702,-118.607858
NH19,4800 N LANKERSHIM BLVD,Single-Space,FLAT,$1.00 ,2HR,34.159787,-118.371404
WH50,20001 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.171905,-118.568666
SC625,12501 W VENTURA BLVD,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.143616,-118.407637
SO475,13700 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.148244,-118.433167
R116,18501 W SHERMAN WAY,Single-Space,FLAT,$1.00 ,2HR,34.20123,-118.538143
EN657,17500 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.161574,-118.515488
OS83,11600 W OLYMPIC BLVD,Single-Space,FLAT,$1.00 ,4HR,34.035031,-118.446294
NH933A,4301 N TUJUNGA AVE,Single-Space,FLAT,$1.00 ,1HR,34.14983,-118.379084
SC31A,12000 W VENTURA PL,Single-Space,FLAT,$1.00 ,2HR,34.144579,-118.39488
BR139,11600 W SAN VICENTE BLVD,Single-Space,FLAT,$2.00 ,1HR,34.053576,-118.465075
WB83,2001 S BROADWAY,Single-Space,FLAT,$1.00 ,4HR,34.030946,-118.266236
TZ446,18900 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.172275,-118.545301
CB1508,801 S LOS ANGELES ST,Single-Space,TOD,$3.00 - $4.00,2HR,34.041246,-118.253455
SO835,13400 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.147005,-118.425699
R359,7501 N RESEDA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.207661,-118.536188
WW1344,500 WESTERN AVE,Single-Space,FLAT,$1.00 ,1HR,34.081356,-118.309002
WSV227,11900 W WILSHIRE BLVD,Single-Space,FLAT,$1.00 ,1HR,34.046434,-118.464419
TZ536,18500 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.169084,-118.53706
CB771,901 S SANTEE ST,Single-Space,TOD,$1.50 - $5.00,2HR,34.039714,-118.253895
WH640,21300 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.167526,-118.59634
SC565,12700 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.144656,-118.410616
SC285,11701 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.141755,-118.388521
NH1040,10801 W RIVERSIDE DR,Single-Space,FLAT,$1.00 ,2HR,34.15235,-118.36607
LC452,8401 W MELROSE PL,Single-Space,FLAT,$1.00 ,2HR,34.083679,-118.374996
TZ576,18700 W PHILIPRIMM ST,Single-Space,FLAT,$1.00 ,2HR,34.172982,-118.542028
HO679,1701 N LAS PALMAS AVE,Single-Space,TOD,$0.50 - $4.00,2HR,34.102309,-118.336237
R557,18501 W WYANDOTTE ST,Single-Space,FLAT,$1.00 ,2HR,34.203004,-118.536438
UC189,3500 N CAHUENGA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.134309,-118.358778
113067,801 TRACTION AVE,Multi-Space,FLAT,$2.00 ,2HR,34.044706,-118.235099
NH1097,5100 N KLUMP AVE,Single-Space,FLAT,$1.00 ,2HR,34.164654,-118.37565
R517,18400 W HART ST,Single-Space,FLAT,$1.00 ,2HR,34.197435,-118.535348
SC439,10900 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.139879,-118.369045
SC664,13001 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.145678,-118.416439
TZ262,5600 N SHIRLEY AVE,Single-Space,FLAT,$1.00 ,2HR,34.173,-118.55776
NH644,4501 N LANKERSHIM BLVD,Single-Space,FLAT,$1.00 ,2HR,34.153852,-118.368088
TZ491,18700 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.170694,-118.541055
SO1067,4301 N WOODMAN AVE,Single-Space,FLAT,$1.00 ,2HR,34.149433,-118.431359
MM497A,300 S LA BREA AVE,Single-Space,FLAT,$1.00 ,2HR,34.068255,-118.343906
SC663A,13001 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.145689,-118.416491
MD413,1601 EASTLAKE AVE,Single-Space,FLAT,$1.00 ,4HR,34.064448,-118.207165
SO195,14801 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.152423,-118.457118
TZ366,19400 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,1HR,34.172614,-118.556198
SO419,14100 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.149645,-118.441585
EN936,15900 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.155923,-118.481146
TZ382,19300 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.172563,-118.554206
WH124,5400 N ALHAMA DR,Single-Space,FLAT,$1.00 ,2HR,34.167992,-118.592404
NH824,4600 N LANKERSHIM BLVD,Single-Space,FLAT,$1.00 ,2HR,34.154209,-118.368033
SC467,10901 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.140044,-118.368802
NH471,11200 W WEDDINGTON ST,Single-Space,FLAT,$1.00 ,4HR,34.16695,-118.376814
PM286,8700 W SOUTH VENICE BLVD,Single-Space,FLAT,$1.00 ,2HR,34.03115,-118.384765
TZ70,5500 N RESEDA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.171488,-118.535864
OS213,2300 S SAWTELLE BLVD,Single-Space,FLAT,$1.00 ,2HR,34.036073,-118.439303
SC169,12300 W VENTURA BLVD,Single-Space,FLAT,$1.50 ,2HR,34.142833,-118.402453
OS5,11900 W OLYMPIC BLVD,Single-Space,FLAT,$1.00 ,2HR,34.032525,-118.452188
NH274,11200 W CHANDLER BLVD,Single-Space,FLAT,$1.00 ,2HR,34.167998,-118.375424
SO599,4800 N VAN NUYS BLVD,Single-Space,FLAT,$1.00 ,2HR,34.158738,-118.448578
EN45,15701 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.155437,-118.475935
NH343,5401 N LANKERSHIM BLVD,Single-Space,FLAT,$1.00 ,2HR,34.169307,-118.377418
VW2001,2801 W 7TH ST,Single-Space,FLAT,$1.00 ,2HR,34.05991,-118.284791
SC105,12201 W VENTURA BLVD,Single-Space,FLAT,$1.50 ,2HR,34.143213,-118.400588
EN225,16701 W LA MAIDA ST,Single-Space,FLAT,$1.00 ,2HR,34.159897,-118.498401
BR193,11601 W DARLINGTON AVE,Single-Space,FLAT,$2.00 ,2HR,34.053345,-118.463578
WH251,22101 W CLARENDON ST,Single-Space,FLAT,$1.00 ,2HR,34.1697,-118.608741
SV516,5901 W SUNSET BLVD,Single-Space,TOD,$0.50 - $1.00,2HR,34.098143,-118.318888
TZ111,5401 N RESEDA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.170107,-118.536139
SO820,4201 N ALLOTT AVE,Single-Space,FLAT,$1.00 ,2HR,34.147295,-118.428294
EN46,15701 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.155458,-118.476104
PW110,2300 S WESTWOOD BLVD,Single-Space,FLAT,$1.00 ,2HR,34.040757,-118.428906
LP348,4100 CRENSHAW BLVD,Single-Space,FLAT,$1.00 ,2HR,34.009789,-118.334976
WH723,5501 N PENFIELD AVE,Single-Space,FLAT,$1.00 ,2HR,34.171453,-118.56845
CB1056,1200 S BROADWAY,Single-Space,TOD,$0.50 - $2.00,4HR,34.037853,-118.26043
NH1224,10701 W VALLEY SPRING LANE,Single-Space,FLAT,$1.00 ,2HR,34.146803,-118.364138
R43,7200 N RESEDA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.201862,-118.53593
UC3,3700 N LANKERSHIM BLVD,Single-Space,FLAT,$1.00 ,15MIN,34.136874,-118.363558
OS360,2101 S BUTLER AVE,Single-Space,FLAT,$1.00 ,2HR,34.037127,-118.444764
PW86,10701 W PICO BLVD,Single-Space,FLAT,$1.00 ,2HR,34.040989,-118.426912
VW518A,500 COMMONWEALTH AVE,Single-Space,FLAT,$1.00 ,2HR,34.064589,-118.285555
EN1027A,4500 N SHERMAN OAKS AVE,Single-Space,FLAT,$1.00 ,2HR,34.153519,-118.468994
WH721,5501 N PENFIELD AVE,Single-Space,FLAT,$1.00 ,2HR,34.171582,-118.568451
C1190,3100 MCCLINTOCK AVE,Single-Space,FLAT,$1.00 ,2HR,34.025614,-118.286561
WH149,21101 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.167366,-118.594335
BR239,701 S WESTGATE AVE,Single-Space,FLAT,$2.00 ,2HR,34.053301,-118.469685
MM566,701 S ORANGE GROVE AVE,Single-Space,FLAT,$1.00 ,2HR,34.06153,-118.361097
SC632,12601 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.143915,-118.408011
NH736,4100 N LANKERSHIM BLVD,Single-Space,FLAT,$1.00 ,4HR,34.144454,-118.362123
SC802,10800 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.138859,-118.366454
OS758,2301 S CORINTH AVE,Single-Space,FLAT,$1.00 ,4HR,34.035823,-118.440751
VW240,650 VERMONT AVE,Single-Space,FLAT,$1.00 ,1HR,34.060556,-118.291534
EN774,17000 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.159734,-118.503677
WH156,21201 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.167546,-118.595247
112790,101 S SANTA FE AVE,Multi-Space,FLAT,$2.00 ,2HR,34.046757,-118.23258
NH1197,11101 W CHANDLER BLVD,Single-Space,FLAT,$1.00 ,2HR,34.168268,-118.373429
TZ218A,19001 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.172637,-118.548125
EN514,18001 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.165096,-118.525762
NH786,4300 N LANKERSHIM BLVD,Single-Space,FLAT,$1.00 ,2HR,34.14937,-118.365104
CB3288,501 W 9TH ST,Single-Space,TOD,$0.50 - $2.00,4HR,34.044994,-118.259999
26153,671 S Serrano Ave,Multi-Space,FLAT,$1.00 ,1HR,34,-118
UC52,3501 N CAHUENGA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.133802,-118.357863
R73,7301 N RESEDA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.203667,-118.536184
SO510A,13801 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.148556,-118.433805
OS339,11300 W MISSISSIPPI AVE,Single-Space,FLAT,$1.00 ,4HR,34.038719,-118.443737
EN115,16101 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.156809,-118.485945
SC132,12401 W VENTURA BLVD,Single-Space,FLAT,$1.50 ,2HR,34.142922,-118.403737
BR160,11600 W SAN VICENTE BLVD,Single-Space,FLAT,$2.00 ,1HR,34.053746,-118.462854
WSV60,1101 S GRANVILLE AVE,Single-Space,FLAT,$1.00 ,2HR,34.048546,-118.462777
PM349,8771 VENICE BLVD,Single-Space,FLAT,$1.00 ,2HR,34.031442,-118.384903
WH423,22800 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.165141,-118.625679
SC506,11201 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.140968,-118.375757
SC646,12701 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.144846,-118.410837
NH340,5401 N LANKERSHIM BLVD,Single-Space,FLAT,$1.00 ,2HR,34.16958,-118.377597
TZ511B,18600 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.169999,-118.539317
SO757,4401 N VAN NUYS BLVD,Single-Space,FLAT,$1.00 ,2HR,34.152525,-118.448835
BR127,11701 W GORHAM AVE,Single-Space,FLAT,$2.00 ,1HR,34.052801,-118.467639
NH855,4800 N VINELAND AVE,Single-Space,FLAT,$1.00 ,2HR,34.158751,-118.370157
BR86,11900 W SAN VICENTE BLVD,Single-Space,FLAT,$2.00 ,1HR,34.052042,-118.472784
OS363,2101 S BUTLER AVE,Single-Space,FLAT,$1.00 ,2HR,34.03695,-118.44461
WSV277,1201 S BARRINGTON AVE,Single-Space,FLAT,$1.00 ,2HR,34.048779,-118.460518
EN801,4800 N PASO ROBLES AVE,Single-Space,FLAT,$1.00 ,1HR,34.15908,-118.502114
WH283,5401 N GLADE AVE,Single-Space,FLAT,$1.00 ,2HR,34.168942,-118.608097
EN391,17301 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.161027,-118.510095
EN295,16901 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.159796,-118.502805
NH796,4400 N LANKERSHIM BLVD,Single-Space,FLAT,$1.00 ,2HR,34.150843,-118.365996
OS422,11600 W MISSISSIPPI AVE,Single-Space,FLAT,$1.00 ,2HR,34.035684,-118.448807
WH428,22800 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.165311,-118.625146
SO561,14201 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.150131,-118.443309
SO501,13801 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.148389,-118.432784
MM106,701 S DUNSMUIR AVE,Single-Space,FLAT,$1.00 ,2HR,34.061392,-118.348682
112499,801 E 3RD ST,Multi-Space,FLAT,$2.00 ,2HR,34.046296,-118.23521
SC80,12101 W VENTURA BLVD,Single-Space,FLAT,$1.50 ,2HR,34.143511,-118.397054
EN223,16701 W LA MAIDA ST,Single-Space,FLAT,$1.00 ,2HR,34.160015,-118.498335
NH1311,11000 W CHANDLER BLVD,Single-Space,FLAT,$1.00 ,2HR,34.168053,-118.371384
TZ236,19201 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,1HR,34.172731,-118.551719
WH277,22100 W CLARENDON ST,Single-Space,FLAT,$1.00 ,2HR,34.169592,-118.608223
OS30,2201 S GRANVILLE AVE,Single-Space,FLAT,$1.00 ,2HR,34.032663,-118.449456
WH468,22500 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.167623,-118.617812
NH492,5201 N LANKERSHIM BLVD,Single-Space,FLAT,$1.00 ,2HR,34.165242,-118.37495
PW32,2300 S PARNELL AVE,Single-Space,FLAT,$1.00 ,2HR,34.043802,-118.422168
PW307,10500 W PICO BLVD,Single-Space,FLAT,$1.00 ,2HR,34.043535,-118.421663
HW237,1600 N MARIPOSA AVE,Single-Space,FLAT,$1.00 ,1HR,34.101302,-118.299383
UC107,3201 N OAKSHIRE DR,Single-Space,FLAT,$1.00 ,1HR,34.130128,-118.350238
NH1216,11201 W CHANDLER BLVD,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.168251,-118.375731
OS418A,2100 S BARRINGTON AVE,Single-Space,FLAT,$1.00 ,2HR,34.034966,-118.448328
TZ173,18801 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,30MIN,34.171804,-118.543223
SC190,12200 W VENTURA BLVD,Single-Space,FLAT,$1.50 ,2HR,34.143021,-118.400302
SC7,12001 W VENTURA PL,Single-Space,FLAT,$1.00 ,2HR,34.144225,-118.393709
NH774,4200 N LANKERSHIM BLVD,Single-Space,FLAT,$1.00 ,2HR,34.147771,-118.364139
SC686,13201 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.146278,-118.42007
EN610,5000 N ALONZO AVE,Single-Space,FLAT,$1.00 ,2HR,34.162097,-118.520176
SO14,14501 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.151321,-118.450478
SC694,13201 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.146526,-118.421562
SO685,5001 N VAN NUYS BLVD,Single-Space,FLAT,$1.00 ,2HR,34.161734,-118.448828
OS279,2001 S SAWTELLE BLVD,Single-Space,FLAT,$1.00 ,1HR,34.039952,-118.442871
NH1223,10701 W VALLEY SPRING LANE,Single-Space,FLAT,$1.00 ,2HR,34.146804,-118.36407
TZ281,19501 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.172913,-118.559187
MM847,5350 W WILSHIRE BLVD,Single-Space,FLAT,$1.00 ,2HR,34.062165,-118.345519
OS622,11500 W PICO BLVD,Single-Space,FLAT,$1.00 ,1HR,34.033219,-118.442455
WH442,22700 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.166349,-118.621837
SC183A,12300 W VENTURA BLVD,Single-Space,FLAT,$1.50 ,2HR,34.142947,-118.40119
SO391,14300 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.150235,-118.445249
BH14,2501 CESAR E CHAVEZ AVE,Single-Space,FLAT,$1.00 ,1HR,34.045905,-118.205531
WH259,22101 W CLARENDON ST,Single-Space,FLAT,$1.00 ,2HR,34.169697,-118.609915
SO372,14800 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.151999,-118.455908
TZ107,18500 W CLARK ST,Single-Space,FLAT,$1.00 ,1HR,34.170312,-118.536546
SC251A,11900 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.143272,-118.392308
NH837,4700 N LANKERSHIM BLVD,Single-Space,FLAT,$1.00 ,2HR,34.155959,-118.36909
BR25,11601 W SAN VICENTE BLVD,Single-Space,FLAT,$2.00 ,1HR,34.054012,-118.464338
EN963,15800 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.155568,-118.478564
PW437,2200 S SEPULVEDA BLVD,Single-Space,FLAT,$1.00 ,1HR,34.039159,-118.436874
SO995,14701 W DICKENS ST,Single-Space,FLAT,$1.00 ,2HR,34.150852,-118.455401
HW118,5301 W SUNSET BLVD,Single-Space,FLAT,$1.00 ,1HR,34.098247,-118.306615
SO1072,4301 N WOODMAN AVE,Single-Space,FLAT,$1.00 ,2HR,34.148918,-118.431359
TZ556,18300 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,1HR,34.167408,-118.532919
CB821,200 E 9TH ST,Single-Space,TOD,$0.50 - $6.00,2HR,34.040454,-118.253885
EN375,17201 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.160832,-118.508746
TZ77,18401 W BURBANK BLVD,Single-Space,FLAT,$1.00 ,2HR,34.172072,-118.53412
SV378,1400 N COLE PL,Single-Space,TOD,$0.50 - $1.00,2HR,34.096754,-118.330228
EN670,4901 N ENCINO AVE,Single-Space,FLAT,$1.00 ,2HR,34.160967,-118.514252
WH395,23001 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.163945,-118.628799
SC248,12000 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.143568,-118.394118
OS652,11300 PICO BLVD,Single-Space,FLAT,$1.00 ,2HR,34.034946,-118.438972
PW68A,10701 W PICO BLVD,Single-Space,FLAT,$1.00 ,2HR,34.041769,-118.425302
112915,201 S SANTA FE AVE,Multi-Space,FLAT,$2.00 ,2HR,34.044056,-118.2327
NH1090,5101 N KLUMP AVE,Single-Space,FLAT,$1.00 ,2HR,34.164236,-118.375809
EN937,15900 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.15591,-118.481062
TZ36,18300 W CLARK ST,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.169734,-118.535585
OS800,11300 W TENNESSEE AVE,Single-Space,FLAT,$1.00 ,2HR,34.035839,-118.441314
SO13,14501 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.151305,-118.450385
WB225B,2101 S OLIVE ST,Single-Space,TOD,$1.00 - $2.00,2HR,34.029746,-118.269079
WSV181,12200 W WILSHIRE BLVD,Single-Space,FLAT,$1.00 ,2HR,34.042848,-118.468844
EN1023,15300 W DICKENS ST,Single-Space,FLAT,$1.00 ,2HR,34.153182,-118.468676
WSV290,1101 E CARMELINA AVE,Single-Space,FLAT,$1.00 ,1HR,34.042047,-118.470669
SC218,12172 W VENTURA BLVD,Single-Space,FLAT,$1.50 ,2HR,34.143241,-118.397817
TZ477,18700 W VENTURA BLVD,Single-Space,FLAT,$1.00 ,2HR,34.171226,-118.542372
SV570,1501 N EL CENTRO AVE,Single-Space,TOD,$1.00 - $2.00,2HR,34.098524,-118.323824
SV534A,1501 GOWER ST,Single-Space,TOD,$1.00 - $2.00,2HR,34.098971,-118.322405
SO592,4600 N VAN NUYS BLVD,Single-Space,FLAT,$1.00 ,2HR,34.155582,-118.448562
113057,801 TRACTION AVE,Multi-Space,FLAT,$2.00 ,2HR,34.045075,-118.235711
66594,1518 N VINE ST,Multi-Space,TOD,$1.00 - $3.00,2HR,34.098892,-118.32656
NH10,4800 N LANKERSHIM BLVD,Single-Space,FLAT,$1.00 ,2HR,34.159247,-118.371077
SV552,1500 N EL CENTRO AVE,Single-Space,TOD,$1.00 - $2.00,2HR,34.09923,-118.323671
OS861,2300 S PURDUE AVE,Single-Space,FLAT,$1.00 ,2HR,34.034562,-118.440933
112724,201 S SANTA FE AVE,Multi-Space,FLAT,$2.00 ,2HR,34.042897,-118.232544
OS693,11500 W EXPOSITION BOULEVARD S/R,Single-Space,FLAT,$1.00 ,2HR,34.033341,-118.443424
EN276,4901 N PASO ROBLES AVE,Single-Space,FLAT,$1.00 ,2HR,34.160741,-118.502257
